"customer_id","customer_name","recency_days","frequency","monetary_value","r_score","f_score","m_score","rfm_str","customer_segment"
"AS-10630","Ann Steele","93","7","833.41","2","3","1","231","At Risk"
"JA-15970","Joseph Airdo","93","8","6491.03","2","4","4","244","At Risk"
"CS-11845","Cari Sayre","92","5","1278.96","2","2","2","222","Hibernation"
"BT-11530","Bradley Talbott","92","5","2684.5","2","2","3","223","Hibernation"
"BF-10975","Barbara Fisher","92","7","599.79","2","3","1","231","At Risk"
"EB-13840","Ellis Ballard","91","5","4358.13","2","2","4","224","Hibernation"
"TN-21040","Tanja Norvell","91","7","3130.23","2","3","3","233","At Risk"
"PV-18985","Paul Van Hugh","90","5","2876.05","2","2","3","223","Hibernation"
"BP-11155","Becky Pak","90","6","1697.8700000000001","2","2","2","222","Hibernation"
"RF-19735","Roland Fjeld","90","7","2341.3","2","3","3","233","At Risk"
"RW-19630","Rob Williams","90","9","3279.75","2","4","3","243","At Risk"
"SC-20695","Steve Chapman","90","10","2576.4","2","4","3","243","At Risk"
"LW-16825","Laurel Workman","89","5","2238.06","2","2","2","222","Hibernation"
"AS-10045","Aaron Smayling","89","7","3050.69","2","3","3","233","At Risk"
"PO-19195","Phillina Ober","87","5","1056.8500000000001","2","2","1","221","Hibernation"
"CR-12820","Cyra Reiten","86","3","1397.8799999999999","2","1","2","212","Hibernation"
"AJ-10945","Ashley Jarboe","86","7","1839.24","2","3","2","232","At Risk"
"MH-17455","Mark Hamilton","86","8","2456.1800000000003","2","3","3","233","At Risk"
"MM-18280","Muhammed MacIntyre","86","9","775.41","2","4","1","241","At Risk"
"NZ-18565","Nick Zandusky","86","9","2488.33","2","4","3","243","At Risk"
"MG-18145","Mike Gockenbach","85","4","3061.54","2","1","3","213","Hibernation"
"JK-15730","Joe Kamberova","85","10","4867.21","2","4","4","244","At Risk"
"Dp-13240","Dean percer","85","11","7198.7699999999995","2","4","4","244","At Risk"
"BP-11050","Barry Pond","84","5","983.42","2","2","1","221","Hibernation"
"GM-14440","Gary McGarr","84","7","3582.8199999999997","2","3","3","233","At Risk"
"EB-14170","Evan Bailliet","83","6","1186.33","2","2","2","222","Hibernation"
"CP-12085","Cathy Prescott","83","8","5402.25","2","4","4","244","At Risk"
"CK-12760","Cyma Kinney","83","9","1582.1100000000001","2","4","2","242","At Risk"
"SW-20245","Scot Wooten","82","7","1085.06","2","3","1","231","At Risk"
"ML-18040","Michelle Lonsdale","80","3","742.08","2","1","1","211","Hibernation"
"RW-19690","Robert Waldorf","80","5","3495.64","2","2","3","223","Hibernation"
"SM-20320","Sean Miller","80","5","25043.07","2","2","4","224","Hibernation"
"SN-20710","Steve Nguyen","80","7","3127.97","2","3","3","233","At Risk"
"NF-18385","Natalie Fritzler","80","7","8322.82","2","3","4","234","At Risk"
"SP-20860","Sung Pak","80","10","4282.92","2","4","4","244","At Risk"
"CR-12730","Craig Reiter","79","4","1600.55","2","1","2","212","Hibernation"
"AG-10495","Andrew Gjertsen","79","8","2356.86","2","3","3","233","At Risk"
"EL-13735","Ed Ludwig","78","2","124.28","2","1","1","211","Hibernation"
"AG-10765","Anthony Garverick","78","4","170.59","2","1","1","211","Hibernation"
"BK-11260","Berenike Kampe","78","6","659.15","2","2","1","221","Hibernation"
"SV-20815","Stuart Van","77","4","1271.09","2","1","2","212","Hibernation"
"RS-19420","Ricardo Sperren","77","5","3221.29","2","2","3","223","Hibernation"
"MC-17275","Marc Crier","77","8","2725.98","2","3","3","233","At Risk"
"DL-13495","Dionis Lloyd","77","8","3539.32","2","4","3","243","At Risk"
"BO-11425","Bobby Odegard","76","2","130.83","2","1","1","211","Hibernation"
"VP-21760","Victoria Pisteka","76","7","3360.54","3","3","3","333","Loyal Customers"
"AJ-10780","Anthony Jacobs","76","7","4867.34","3","3","4","334","Loyal Customers"
"GH-14410","Gary Hansen","76","9","2819.46","3","4","3","343","Loyal Customers"
"AJ-10960","Astrea Jones","75","3","629.25","3","1","1","311","Potential Loyalist"
"BF-11020","Barry Französisch","75","8","2888.5","3","3","3","333","Loyal Customers"
"HH-15010","Hilary Holden","73","2","218.67000000000002","3","1","1","311","Potential Loyalist"
"MO-17500","Mary O'Rourke","73","4","922.49","3","1","1","311","Potential Loyalist"
"TH-21550","Tracy Hopkins","73","7","4234.1","3","3","4","334","Loyal Customers"
"RD-19480","Rick Duston","73","8","4272.9400000000005","3","4","4","344","Loyal Customers"
"MP-17965","Michael Paige","73","9","3983.65","3","4","4","344","Loyal Customers"
"PT-19090","Pete Takahito","72","4","160.57999999999998","3","1","1","311","Potential Loyalist"
"IG-15085","Ivan Gibson","72","4","744.5699999999999","3","1","1","311","Potential Loyalist"
"MY-18295","Muhammed Yedwab","72","11","4152.7","3","4","4","344","Loyal Customers"
"PH-18790","Patricia Hirasaki","71","1","729.6500000000001","3","1","1","311","Potential Loyalist"
"SP-20920","Susan Pistek","71","6","3990.67","3","3","4","334","Loyal Customers"
"NK-18490","Neil Knudson","71","7","572.05","3","3","1","331","Loyal Customers"
"SL-20155","Sara Luxemburg","71","7","3053.01","3","3","3","333","Loyal Customers"
"FC-14245","Frank Carlisle","71","7","3418.74","3","3","3","333","Loyal Customers"
"TA-21385","Tom Ashbrook","70","4","14595.619999999999","3","1","4","314","Potential Loyalist"
"DW-13195","David Wiener","70","6","1080.76","3","2","1","321","Potential Loyalist"
"BD-11620","Brian DeCherney","70","6","1538.12","3","2","2","322","Potential Loyalist"
"HA-14905","Helen Abelman","70","7","2163.32","3","3","2","332","Loyal Customers"
"PS-18970","Paul Stevenson","70","8","1278.6499999999999","3","3","2","332","Loyal Customers"
"ML-17395","Marina Lichtenstein","70","9","2722.84","3","4","3","343","Loyal Customers"
"JR-15700","Jocasta Rupert","69","1","863.88","3","1","1","311","Potential Loyalist"
"RB-19330","Randy Bradley","69","2","1008.1999999999999","3","1","1","311","Potential Loyalist"
"BF-11215","Benjamin Farhat","66","4","1585.17","3","1","2","312","Potential Loyalist"
"OT-18730","Olvera Toch","66","5","3818.62","3","2","4","324","Potential Loyalist"
"JF-15190","Jamie Frazer","66","7","2279.59","3","3","3","333","Loyal Customers"
"TW-21025","Tamara Willingham","65","7","5278.82","3","3","4","334","Loyal Customers"
"MA-17560","Matt Abelman","65","11","4299.16","3","4","4","344","Loyal Customers"
"SA-20830","Sue Ann Reed","64","10","4767.34","3","4","4","344","Loyal Customers"
"GB-14530","George Bell","63","11","1568.44","3","4","2","342","Loyal Customers"
"RA-19945","Ryan Akin","62","5","1686.93","3","2","2","322","Potential Loyalist"
"JK-15205","Jamie Kunitz","62","5","4427.14","3","2","4","324","Potential Loyalist"
"JK-15625","Jim Karlsson","62","7","3760.0299999999997","3","3","3","333","Loyal Customers"
"MM-18055","Michelle Moray","62","8","2749.87","3","3","3","333","Loyal Customers"
"AH-10120","Adrian Hane","61","7","1735.53","3","3","2","332","Loyal Customers"
"CY-12745","Craig Yedwab","61","8","2900.02","3","3","3","333","Loyal Customers"
"SF-20065","Sandra Flanagan","60","7","763.54","3","3","1","331","Loyal Customers"
"SF-20200","Sarah Foster","60","9","3422.7799999999997","3","4","3","343","Loyal Customers"
"NL-18310","Nancy Lomonaco","59","4","1418.08","3","1","2","312","Potential Loyalist"
"TH-21115","Thea Hudgings","59","4","2942.78","3","1","3","313","Potential Loyalist"
"TB-21175","Thomas Boland","59","4","3589.29","3","1","3","313","Potential Loyalist"
"NP-18670","Nora Paige","59","5","3908.4","3","2","4","324","Potential Loyalist"
"CS-12505","Cindy Stewart","59","6","5690.07","3","3","4","334","Loyal Customers"
"AR-10825","Anthony Rawles","59","8","4523.33","3","4","4","344","Loyal Customers"
"KH-16630","Ken Heidel","59","9","3918.96","3","4","4","344","Loyal Customers"
"BF-11275","Beth Fritzler","58","3","791.99","3","1","1","311","Potential Loyalist"
"DL-13330","Denise Leinenbach","58","4","585.02","3","1","1","311","Potential Loyalist"
"PB-19105","Peter Bühler","58","4","688.3299999999999","3","1","1","311","Potential Loyalist"
"KC-16675","Kimberly Carter","58","4","1146.05","3","1","1","311","Potential Loyalist"
"CR-12580","Clay Rozendal","58","4","2148.85","3","1","2","312","Potential Loyalist"
"JC-16105","Julie Creighton","58","5","858.5699999999999","3","2","1","321","Potential Loyalist"
"EJ-14155","Eva Jacobs","58","5","2656.69","3","2","3","323","Potential Loyalist"
"BG-11740","Bruce Geld","58","6","1006.35","3","2","1","321","Potential Loyalist"
"DL-12925","Daniel Lacy","58","6","3272.2000000000003","3","3","3","333","Loyal Customers"
"DM-13015","Darrin Martin","58","7","6345.09","3","3","4","334","Loyal Customers"
"PG-18895","Paul Gonzalez","58","9","1987.15","3","4","2","342","Loyal Customers"
"JO-15145","Jack O'Briant","58","9","3254.9500000000003","3","4","3","343","Loyal Customers"
"JM-16195","Justin MacKendrick","58","10","2833.92","3","4","3","343","Loyal Customers"
"GT-14635","Grant Thornton","57","3","9351.199999999999","3","1","4","314","Potential Loyalist"
"KM-16375","Katherine Murray","57","8","5620.18","3","4","4","344","Loyal Customers"
"CA-12265","Christina Anderson","57","9","2648.29","3","4","3","343","Loyal Customers"
"AH-10195","Alan Haines","56","4","1587.45","3","1","2","312","Potential Loyalist"
"AA-10645","Anna Andreadi","56","6","5086.9400000000005","3","3","4","334","Loyal Customers"
"TS-21610","Troy Staebel","56","7","2820.42","3","3","3","333","Loyal Customers"
"EM-13825","Elizabeth Moffitt","56","8","2339.6","3","3","3","333","Loyal Customers"
"CD-11980","Carol Darley","55","3","639.76","3","1","1","311","Potential Loyalist"
"RB-19705","Roger Barcio","55","4","2067.45","3","1","2","312","Potential Loyalist"
"HG-14845","Harry Greene","55","5","785.62","3","2","1","321","Potential Loyalist"
"LC-17050","Liz Carlisle","55","5","2095.06","3","2","2","322","Potential Loyalist"
"VB-21745","Victoria Brennan","55","6","2005.59","3","2","2","322","Potential Loyalist"
"ML-17410","Maris LaWare","55","6","2921.51","3","3","3","333","Loyal Customers"
"VM-21685","Valerie Mitchum","55","7","2454.87","3","3","3","333","Loyal Customers"
"JF-15565","Jill Fjeld","55","8","4198.32","3","4","4","344","Loyal Customers"
"AB-10060","Adam Bellavance","55","8","7755.63","3","4","4","344","Loyal Customers"
"ZC-21910","Zuschuss Carroll","55","13","8025.7","3","4","4","344","Loyal Customers"
"EC-14050","Erin Creighton","54","5","461.90999999999997","3","2","1","321","Potential Loyalist"
"DB-13270","Deborah Brumfield","54","8","4655.900000000001","3","4","4","344","Loyal Customers"
"KN-16450","Kean Nguyen","53","5","2171.97","3","2","2","322","Potential Loyalist"
"PM-19135","Peter McVee","52","4","4115.66","3","1","4","314","Potential Loyalist"
"MC-17590","Matt Collister","52","6","2426.07","3","2","3","323","Potential Loyalist"
"JE-15745","Joel Eaton","52","13","6760.8099999999995","3","4","4","344","Loyal Customers"
"AB-10600","Ann Blume","51","4","1515.86","3","1","2","312","Potential Loyalist"
"GH-14425","Gary Hwang","51","4","4172.84","3","1","4","314","Potential Loyalist"
"DR-12940","Daniel Raglin","51","8","8350.869999999999","3","4","4","344","Loyal Customers"
"TB-21190","Thomas Brumley","50","4","816.1700000000001","3","1","1","311","Potential Loyalist"
"MH-18025","Michelle Huthwaite","50","5","2984.95","3","2","3","323","Potential Loyalist"
"CG-12040","Catherine Glotzbach","50","6","904.48","3","2","1","321","Potential Loyalist"
"MT-17815","Meg Tillman","50","6","2890.14","3","3","3","333","Loyal Customers"
"JL-15505","Jeremy Lonsdale","50","6","3173.87","3","3","3","333","Loyal Customers"
"LB-16735","Larry Blacks","49","3","50.19","3","1","1","311","Potential Loyalist"
"NG-18430","Nathan Gelder","49","5","1395.9399999999998","3","2","2","322","Potential Loyalist"
"NG-18355","Nat Gilpin","49","5","1869.57","3","2","2","322","Potential Loyalist"
"EM-14140","Eugene Moren","49","6","4588.4400000000005","3","3","4","334","Loyal Customers"
"DB-13120","David Bremer","49","7","2973.09","3","3","3","333","Loyal Customers"
"JE-15610","Jim Epp","49","7","7754.969999999999","3","3","4","334","Loyal Customers"
"DJ-13510","Don Jones","49","8","2501.69","3","3","3","333","Loyal Customers"
"SF-20965","Sylvia Foulston","49","9","3336.53","3","4","3","343","Loyal Customers"
"EB-13705","Ed Braxton","49","9","3644.97","3","4","3","343","Loyal Customers"
"MB-17305","Maria Bertelson","49","10","1548.71","3","4","2","342","Loyal Customers"
"EM-14065","Erin Mull","48","4","228.98999999999998","3","1","1","311","Potential Loyalist"
"SB-20290","Sean Braxton","48","7","8057.89","3","3","4","334","Loyal Customers"
"SP-20620","Stefania Perrino","48","9","5440.32","3","4","4","344","Loyal Customers"
"CB-12025","Cassandra Brandow","48","10","6076.15","3","4","4","344","Loyal Customers"
"KL-16645","Ken Lonsdale","48","12","14175.23","3","4","4","344","Loyal Customers"
"AW-10930","Arthur Wiediger","47","7","2852.95","3","3","3","333","Loyal Customers"
"PW-19030","Pauline Webber","47","10","3454.9100000000003","3","4","3","343","Loyal Customers"
"JE-15715","Joe Elijah","47","10","8697.86","3","4","4","344","Loyal Customers"
"DK-12895","Dana Kaydos","46","5","4282.16","3","2","4","324","Potential Loyalist"
"MW-18235","Mitch Willingham","45","2","5253.88","3","1","4","314","Potential Loyalist"
"EK-13795","Eileen Kiefer","45","4","1303.48","3","1","2","312","Potential Loyalist"
"MB-18085","Mick Brown","45","7","1428.24","3","3","2","332","Loyal Customers"
"JK-15370","Jay Kimmel","45","8","2709.62","3","3","3","333","Loyal Customers"
"CC-12370","Christopher Conant","44","5","12129.08","3","2","4","324","Potential Loyalist"
"HL-15040","Hunter Lopez","44","6","12873.3","3","3","4","334","Loyal Customers"
"JB-16000","Joy Bell-","44","7","644.12","3","3","1","331","Loyal Customers"
"RA-19885","Ruben Ausman","44","7","3832.32","3","3","4","334","Loyal Customers"
"GG-14650","Greg Guthrie","44","9","2223.99","3","4","2","342","Loyal Customers"
"CK-12595","Clytie Kelty","44","11","2372.75","3","4","3","343","Loyal Customers"
"XP-21865","Xylona Preis","44","11","2374.66","3","4","3","343","Loyal Customers"
"CD-12280","Christina DeMoss","43","2","1205.58","3","1","2","312","Potential Loyalist"
"RD-19930","Russell D'Ascenzo","43","4","970.95","3","1","1","311","Potential Loyalist"
"JS-15685","Jim Sink","43","4","1131.07","3","1","1","311","Potential Loyalist"
"JW-15220","Jane Waco","43","6","7721.71","3","3","4","334","Loyal Customers"
"DK-13090","Dave Kipp","43","7","2650.5499999999997","3","3","3","333","Loyal Customers"
"ME-17320","Maria Etezadi","43","10","10663.73","3","4","4","344","Loyal Customers"
"AS-10135","Adrian Shami","42","2","58.82","3","1","1","311","Potential Loyalist"
"AB-10150","Aimee Bixby","42","5","966.71","3","2","1","321","Potential Loyalist"
"DD-13570","Dorothy Dickinson","42","6","269.53000000000003","3","2","1","321","Potential Loyalist"
"KD-16345","Katherine Ducich","42","6","1888.96","3","2","2","322","Potential Loyalist"
"NC-18415","Nathan Cano","42","6","2218.9900000000002","3","2","2","322","Potential Loyalist"
"JH-15910","Jonathan Howell","42","7","959.48","3","3","1","331","Loyal Customers"
"AF-10870","Art Ferguson","42","7","2052.91","3","3","2","332","Loyal Customers"
"SC-20770","Stewart Carmichael","42","7","4492.68","3","3","4","334","Loyal Customers"
"AP-10720","Anne Pryor","42","8","1638.55","3","3","2","332","Loyal Customers"
"LC-16930","Linda Cazamias","42","8","4492.9400000000005","3","4","4","344","Loyal Customers"
"JD-16150","Justin Deggeller","42","8","8828.039999999999","3","4","4","344","Loyal Customers"
"MC-18100","Mick Crebagga","42","10","2218.99","3","4","2","342","Loyal Customers"
"AB-10105","Adrian Barton","42","10","14473.57","3","4","4","344","Loyal Customers"
"LP-17080","Liz Pelletier","41","4","756.6","3","1","1","311","Potential Loyalist"
"CD-11920","Carlos Daly","41","5","2033.97","3","2","2","322","Potential Loyalist"
"ES-14020","Erica Smith","41","5","3510.4599999999996","3","2","3","323","Potential Loyalist"
"KH-16330","Katharine Harms","41","8","3312.87","3","4","3","343","Loyal Customers"
"SC-20050","Sample Company A","41","9","4624.57","3","4","4","344","Loyal Customers"
"BF-11005","Barry Franz","40","4","1333.89","3","1","2","312","Potential Loyalist"
"BP-11230","Benjamin Patterson","40","5","1181.49","3","2","2","322","Potential Loyalist"
"PJ-18835","Patrick Jones","40","8","1220.1","3","3","2","332","Loyal Customers"
"CC-12475","Cindy Chapman","40","9","1659.45","3","4","2","342","Loyal Customers"
"CK-12205","Chloris Kastensmidt","40","13","3154.83","3","4","3","343","Loyal Customers"
"FO-14305","Frank Olsen","39","10","2678.43","3","4","3","343","Loyal Customers"
"CM-12385","Christopher Martinez","38","4","8954.01","3","1","4","314","Potential Loyalist"
"JM-15265","Janet Molinari","38","5","1804.14","3","2","2","322","Potential Loyalist"
"JM-15250","Janet Martin","38","6","3159.11","3","3","3","333","Loyal Customers"
"JP-15460","Jennifer Patt","38","7","1669.1299999999999","3","3","2","332","Loyal Customers"
"TD-20995","Tamara Dahlen","38","9","1434.56","3","4","2","342","Loyal Customers"
"DC-12850","Dan Campbell","38","9","3336.17","3","4","3","343","Loyal Customers"
"FH-14275","Frank Hawley","38","10","4256.28","3","4","4","344","Loyal Customers"
"MD-17860","Michael Dominguez","37","5","1204.91","3","2","2","322","Potential Loyalist"
"PR-18880","Patrick Ryan","37","5","1840.18","3","2","2","322","Potential Loyalist"
"BG-11695","Brooke Gillingham","37","6","1874.18","3","2","2","322","Potential Loyalist"
"TS-21370","Todd Sumrall","37","6","11891.75","3","3","4","334","Loyal Customers"
"KA-16525","Kelly Andreada","37","7","1519.51","3","3","2","332","Loyal Customers"
"SC-20440","Shaun Chance","37","7","1874.9999999999998","3","3","2","332","Loyal Customers"
"RS-19765","Roland Schwarz","37","8","4159.7699999999995","3","4","4","344","Loyal Customers"
"FM-14290","Frank Merwin","37","9","3736.2000000000003","3","4","3","343","Loyal Customers"
"GT-14710","Greg Tran","37","11","11820.12","3","4","4","344","Loyal Customers"
"PG-18820","Patrick Gardner","37","13","3086.9","3","4","3","343","Loyal Customers"
"TZ-21580","Tracy Zic","36","4","1707.28","3","1","2","312","Potential Loyalist"
"HZ-14950","Henia Zydlo","36","5","886.52","3","2","1","321","Potential Loyalist"
"BS-11590","Brendan Sweed","36","6","2454.93","3","2","3","323","Potential Loyalist"
"BD-11500","Bradley Drucker","36","6","4411.25","3","3","4","334","Loyal Customers"
"RO-19780","Rose O'Brian","36","7","3815.47","3","3","4","334","Loyal Customers"
"EB-13750","Edward Becker","36","10","3236.32","3","4","3","343","Loyal Customers"
"SZ-20035","Sam Zeldin","36","11","3625.34","3","4","3","343","Loyal Customers"
"GT-14755","Guy Thornton","35","4","226.43","3","1","1","311","Potential Loyalist"
"LS-17245","Lynn Smith","35","6","1008.14","3","2","1","321","Potential Loyalist"
"MN-17935","Michael Nguyen","35","6","2477.94","3","2","3","323","Potential Loyalist"
"FG-14260","Frank Gastineau","35","7","1383.1299999999999","3","3","2","332","Loyal Customers"
"CC-12610","Corey Catlett","35","7","2540.63","3","3","3","333","Loyal Customers"
"LT-17110","Liz Thompson","35","8","2936.2599999999998","3","3","3","333","Loyal Customers"
"AH-10075","Adam Hart","35","10","3250.35","3","4","3","343","Loyal Customers"
"JR-16210","Justin Ritter","34","5","2201.69","3","2","2","322","Potential Loyalist"
"LW-16990","Lindsay Williams","34","6","3230.3","3","3","3","333","Loyal Customers"
"DB-13615","Doug Bickford","34","7","1989.05","3","3","2","332","Loyal Customers"
"BM-11650","Brian Moss","34","11","7294.18","3","4","4","344","Loyal Customers"
"RP-19390","Resi Pölking","34","12","5153.06","3","4","4","344","Loyal Customers"
"BD-11320","Bill Donatelli","34","12","5718.53","3","4","4","344","Loyal Customers"
"DG-13300","Deirdre Greer","33","5","3195.82","3","2","3","323","Potential Loyalist"
"RH-19495","Rick Hansen","33","5","3621.38","3","2","3","323","Potential Loyalist"
"RB-19795","Ross Baird","33","8","5633.31","3","4","4","344","Loyal Customers"
"TT-21070","Ted Trevino","32","7","4915.59","3","3","4","334","Loyal Customers"
"VP-21730","Victor Preis","31","3","993.9","3","1","1","311","Potential Loyalist"
"SC-20800","Stuart Calhoun","31","4","279.25","3","1","1","311","Potential Loyalist"
"MZ-17335","Maria Zettner","31","4","593.61","3","1","1","311","Potential Loyalist"
"SW-20275","Scott Williamson","31","6","1966.6499999999999","3","2","2","322","Potential Loyalist"
"HP-14815","Harold Pawlan","31","7","1990.3100000000002","3","3","2","332","Loyal Customers"
"PN-18775","Parhena Norris","31","8","1467.16","4","3","2","432","Loyal Customers"
"TB-21625","Trudy Brown","31","9","2797.68","4","4","3","443","Champions"
"SC-20380","Shahid Collister","31","9","5992.53","4","4","4","444","Champions"
"SJ-20215","Sarah Jordon","30","6","1341.04","4","2","2","422","New Customers"
"SO-20335","Sean O'Donnell","30","6","2602.58","4","2","3","423","New Customers"
"DV-13465","Dianna Vittorini","30","6","3341.58","4","3","3","433","Loyal Customers"
"JH-15985","Joseph Holt","30","6","7954.99","4","3","4","434","Loyal Customers"
"ML-17755","Max Ludwig","30","7","2071.91","4","3","2","432","Loyal Customers"
"MY-17380","Maribeth Yedwab","30","7","2254.29","4","3","2","432","Loyal Customers"
"CC-12670","Craig Carreira","30","7","2269.69","4","3","3","433","Loyal Customers"
"MG-17650","Matthew Grinstein","30","7","3785.28","4","3","3","433","Loyal Customers"
"SC-20305","Sean Christensen","30","7","3979.06","4","3","4","434","Loyal Customers"
"AD-10180","Alan Dominguez","30","8","6106.88","4","4","4","444","Champions"
"SH-19975","Sally Hughsby","30","13","3406.86","4","4","3","443","Champions"
"JK-16090","Juliana Krohn","29","3","3747.66","4","1","3","413","New Customers"
"AM-10360","Alice McCarthy","29","5","814.01","4","2","1","421","New Customers"
"BS-11380","Bill Stewart","29","5","3887.82","4","2","4","424","New Customers"
"JS-16030","Joy Smith","29","6","2516.49","4","2","3","423","New Customers"
"GW-14605","Giulietta Weimer","29","7","2189.02","4","3","2","432","Loyal Customers"
"ME-17725","Max Engle","29","8","1908.45","4","3","2","432","Loyal Customers"
"RP-19855","Roy Phan","29","8","2170.71","4","3","2","432","Loyal Customers"
"MK-17905","Michael Kennedy","29","8","2302.36","4","3","3","433","Loyal Customers"
"BG-11035","Barry Gonzalez","29","8","2798.96","4","3","3","433","Loyal Customers"
"KM-16720","Kunst Miller","29","8","4909.47","4","4","4","444","Champions"
"AS-10090","Adam Shillingsburg","29","9","3255.3","4","4","3","443","Champions"
"ES-14080","Erin Smith","29","9","4657.93","4","4","4","444","Champions"
"BB-11545","Brenda Bowman","29","9","6765.73","4","4","4","444","Champions"
"VW-21775","Victoria Wilson","29","10","6134.04","4","4","4","444","Champions"
"CS-12460","Chuck Sachs","28","2","550.64","4","1","1","411","New Customers"
"CC-12550","Clay Cheatham","28","3","113.84","4","1","1","411","New Customers"
"CM-12655","Corinna Mitchell","28","6","6339.56","4","3","4","434","Loyal Customers"
"MC-17575","Matt Collins","28","8","1303.89","4","3","2","432","Loyal Customers"
"LC-16870","Lena Cacioppo","28","8","2580.71","4","3","3","433","Loyal Customers"
"TC-21295","Toby Carlisle","28","8","4266.81","4","4","4","444","Champions"
"MV-17485","Mark Van Huff","28","9","1560.03","4","4","2","442","Champions"
"ND-18370","Natalie DeCherney","28","9","4326.14","4","4","4","444","Champions"
"LT-16765","Larry Tron","27","3","329.87","4","1","1","411","New Customers"
"MS-17980","Michael Stewart","27","6","855.12","4","2","1","421","New Customers"
"CM-12160","Charles McCrossin","27","6","2533.32","4","2","3","423","New Customers"
"LR-16915","Lena Radford","27","6","5142.89","4","3","4","434","Loyal Customers"
"DO-13645","Doug O'Connell","27","7","1267.32","4","3","2","432","Loyal Customers"
"KE-16420","Katrina Edelman","27","8","1686.73","4","3","2","432","Loyal Customers"
"CB-12415","Christy Brittain","27","8","1949.21","4","3","2","432","Loyal Customers"
"CS-12250","Chris Selesnick","27","12","2754.2200000000003","4","4","3","443","Champions"
"BF-11080","Bart Folk","26","3","272.95","4","1","1","411","New Customers"
"PB-18805","Patrick Bzostek","26","3","740.36","4","1","1","411","New Customers"
"RB-19570","Rob Beeghly","26","5","528.53","4","2","1","421","New Customers"
"NP-18325","Naresj Patel","26","6","5529.62","4","3","4","434","Loyal Customers"
"AB-10165","Alan Barnes","26","8","1113.8500000000001","4","3","1","431","Loyal Customers"
"QJ-19255","Quincy Jones","26","9","6108.34","4","4","4","444","Champions"
"CS-11950","Carlos Soltero","26","11","3036.5299999999997","4","4","3","443","Champions"
"SM-20950","Suzanne McNair","26","12","5563.400000000001","4","4","4","444","Champions"
"BN-11470","Brad Norvell","25","4","265.31","4","1","1","411","New Customers"
"DC-13285","Debra Catini","24","5","1174.62","4","2","2","422","New Customers"
"FP-14320","Frank Preis","24","8","4046.75","4","4","4","444","Champions"
"BH-11710","Brosina Hoffman","24","8","6255.34","4","4","4","444","Champions"
"DS-13180","David Smith","24","9","2881.8","4","4","3","443","Champions"
"SH-20395","Shahid Hopkins","24","10","2180.7","4","4","2","442","Champions"
"HG-14965","Henry Goldwyn","24","12","3247.65","4","4","3","443","Champions"
"EG-13900","Emily Grady","23","5","1832.02","4","2","2","422","New Customers"
"AS-10225","Alan Schoenberger","23","5","4260.78","4","2","4","424","New Customers"
"CW-11905","Carl Weiss","23","6","1136.59","4","2","1","421","New Customers"
"LF-17185","Luke Foster","23","7","3930.52","4","3","4","434","Loyal Customers"
"KH-16510","Keith Herrera","23","7","5952.86","4","3","4","434","Loyal Customers"
"MJ-17740","Max Jones","23","7","6320.75","4","3","4","434","Loyal Customers"
"DL-13315","Delfina Latchford","23","8","1458.25","4","3","2","432","Loyal Customers"
"DM-13345","Denise Monton","23","8","4074.47","4","4","4","444","Champions"
"AH-10585","Angele Hood","22","4","738.5","4","1","1","411","New Customers"
"AT-10435","Alyssa Tate","22","6","1171.81","4","2","2","422","New Customers"
"LE-16810","Laurel Elliston","22","6","1469.45","4","2","2","422","New Customers"
"HF-14995","Herbert Flentye","22","7","2533.16","4","3","3","433","Loyal Customers"
"LW-17215","Luke Weiss","22","7","5420.5199999999995","4","3","4","434","Loyal Customers"
"DB-12910","Daniel Byrd","22","8","2171.61","4","3","2","432","Loyal Customers"
"LH-16900","Lena Hernandez","22","9","2295.32","4","4","3","443","Champions"
"RD-19720","Roger Demir","22","10","1419.74","4","4","2","442","Champions"
"JL-15835","John Lee","22","11","9799.94","4","4","4","444","Champions"
"DK-12835","Damala Kotsonis","22","12","3256.48","4","4","3","443","Champions"
"JE-16165","Justin Ellison","21","3","2697.25","4","1","3","413","New Customers"
"AW-10840","Anthony Witt","21","4","649.37","4","1","1","411","New Customers"
"SU-20665","Stephanie Ulpright","21","7","2595.38","4","3","3","433","Loyal Customers"
"BT-11680","Brian Thompson","21","7","3196.75","4","3","3","433","Loyal Customers"
"HA-14920","Helen Andreada","21","8","2584.17","4","3","3","433","Loyal Customers"
"LS-16975","Lindsay Shagiari","21","9","2988.65","4","4","3","443","Champions"
"WB-21850","William Brown","21","11","6160.1","4","4","4","444","Champions"
"CC-12220","Chris Cortes","21","12","3913.43","4","4","4","444","Champions"
"RS-19870","Roy Skaria","20","2","22.330000000000002","4","1","1","411","New Customers"
"RR-19315","Ralph Ritter","20","2","615.9300000000001","4","1","1","411","New Customers"
"DV-13045","Darrin Van Huff","20","5","1119.48","4","2","1","421","New Customers"
"AS-10285","Alejandro Savely","20","6","3214.2400000000002","4","3","3","433","Loyal Customers"
"MV-18190","Mike Vittorini","20","7","1734.58","4","3","2","432","Loyal Customers"
"RB-19435","Richard Bierner","20","8","2663.07","4","3","3","433","Loyal Customers"
"DK-13375","Dennis Kane","20","8","3318.4900000000002","4","4","3","443","Champions"
"AA-10375","Allen Armold","20","9","1056.39","4","4","1","441","Champions"
